zeta psi sigma beta psi_prime sigma_prime beta_prime psi_prime2 beta_prime2 sigma_prime2 leftWidth rightWidth x y z xR yR zR xL yL zL xAbs yAbs zAbs xRAbs yRAbs zRAbs xLAbs yLAbs zLAbs kappa nu tau kappa_prime nu_prime tau_prime
255.306582 -1.526641 0.000000 0.000000 0.000157 0.000000 0.000000 -0.000008 0.000000 0.000000 7.099998 7.099998 11.075646 -255.060085 0.000000 18.168724 -254.746684 0.000000 3.982568 -255.373486 0.000000 275383.577509 -4991977.989611 0.000000 275390.670587 -4991977.676210 0.000000 275376.484431 -4991978.303011 0.000000 0.000157 0.000000 0.000000 -0.000008 0.000000 0.000000
255.639878 -1.526589 0.000000 0.000000 0.000154 0.000000 0.000000 -0.000009 0.000000 0.000000 7.099648 7.099648 11.090367 -255.393056 0.000000 18.183078 -255.079304 0.000000 3.997655 -255.706809 0.000000 275383.592230 -4991978.322582 0.000000 275390.684942 -4991978.008829 0.000000 275376.499518 -4991978.636334 0.000000 0.000154 0.000000 0.000000 -0.000009 0.000000 0.000000
255.973175 -1.526539 0.000000 0.000000 0.000151 0.000000 0.000000 -0.000009 0.000000 0.000000 7.099284 7.099284 11.105104 -255.726026 0.000000 18.197437 -255.411930 0.000000 4.012772 -256.040123 0.000000 275383.606967 -4991978.655553 0.000000 275390.699301 -4991978.341456 0.000000 275376.514635 -4991978.969648 0.000000 0.000151 0.000000 0.000000 -0.000009 0.000000 0.000000
256.306471 -1.526489 0.000000 0.000000 0.000148 0.000000 0.000000 -0.000009 0.000000 0.000000 7.098908 7.098908 11.119859 -256.058996 0.000000 18.211800 -255.744564 0.000000 4.027918 -256.373428 0.000000 275383.621722 -4991978.988522 0.000000 275390.713664 -4991978.674089 0.000000 275376.529781 -4991979.302953 0.000000 0.000148 0.000000 0.000000 -0.000009 0.000000 0.000000
256.639767 -1.526440 0.000000 0.000000 0.000144 0.000000 0.000000 -0.000009 0.000000 0.000000 7.098518 7.098518 11.134630 -256.391965 0.000000 18.226166 -256.077205 0.000000 4.043093 -256.706725 0.000000 275383.636493 -4991979.321491 0.000000 275390.728030 -4991979.006730 0.000000 275376.544956 -4991979.636250 0.000000 0.000144 0.000000 0.000000 -0.000009 0.000000 0.000000
256.973063 -1.526393 0.000000 0.000000 0.000141 0.000000 0.000000 -0.000009 0.000000 0.000000 7.098116 7.098116 11.149416 -256.724933 0.000000 18.240535 -256.409854 0.000000 4.058297 -257.040013 0.000000 275383.651280 -4991979.654459 0.000000 275390.742399 -4991979.339378 0.000000 275376.560160 -4991979.969538 0.000000 0.000141 0.000000 0.000000 -0.000009 0.000000 0.000000
257.306360 -1.526346 0.000000 0.000000 0.000138 0.000000 0.000000 -0.000009 0.000000 0.000000 7.097699 7.097699 11.164219 -257.057900 0.000000 18.254907 -256.742509 0.000000 4.073530 -257.373292 0.000000 275383.666083 -4991979.987425 0.000000 275390.756770 -4991979.672034 0.000000 275376.575393 -4991980.302817 0.000000 0.000138 0.000000 0.000000 -0.000009 0.000000 0.000000
257.639656 -1.526300 0.000000 0.000000 0.000135 0.000000 0.000000 -0.000009 0.000000 0.000000 7.097269 7.097269 11.179037 -257.390867 0.000000 18.269281 -257.075172 0.000000 4.088792 -257.706562 0.000000 275383.680901 -4991980.320392 0.000000 275390.771144 -4991980.004697 0.000000 275376.590655 -4991980.636087 0.000000 0.000135 0.000000 0.000000 -0.000009 0.000000 0.000000
257.972952 -1.526256 0.000000 0.000000 0.000132 0.000000 0.000000 -0.000009 0.000000 0.000000 7.096826 7.096826 11.193869 -257.723833 0.000000 18.283657 -257.407842 0.000000 4.104082 -258.039824 0.000000 275383.695734 -4991980.653358 0.000000 275390.785520 -4991980.337367 0.000000 275376.605946 -4991980.969349 0.000000 0.000132 0.000000 0.000000 -0.000009 0.000000 0.000000
258.306248 -1.526212 0.000000 0.000000 0.000129 0.000000 0.000000 -0.000009 0.000000 0.000000 7.096369 7.096369 11.208717 -258.056798 0.000000 18.298034 -257.740520 0.000000 4.119400 -258.373077 0.000000 275383.710581 -4991980.986323 0.000000 275390.799898 -4991980.670045 0.000000 275376.621264 -4991981.302603 0.000000 0.000129 0.000000 0.000000 -0.000009 0.000000 0.000000
258.639545 -1.526170 0.000000 0.000000 0.000126 0.000000 0.000000 -0.000008 0.000000 0.000000 7.095898 7.095898 11.223579 -258.389763 0.000000 18.312412 -258.073204 0.000000 4.134746 -258.706323 0.000000 275383.725443 -4991981.319288 0.000000 275390.814276 -4991981.002729 0.000000 275376.636610 -4991981.635849 0.000000 0.000126 0.000000 0.000000 -0.000008 0.000000 0.000000
258.972841 -1.526128 0.000000 0.000000 0.000123 0.000000 0.000000 -0.000008 0.000000 0.000000 7.095413 7.095413 11.238455 -258.722727 0.000000 18.326790 -258.405894 0.000000 4.150119 -259.039560 0.000000 275383.740318 -4991981.652252 0.000000 275390.828654 -4991981.335420 0.000000 275376.651983 -4991981.969086 0.000000 0.000123 0.000000 0.000000 -0.000008 0.000000 0.000000
259.306137 -1.526088 0.000000 0.000000 0.000121 0.000000 0.000000 -0.000008 0.000000 0.000000 7.094914 7.094914 11.253344 -259.055690 0.000000 18.341169 -258.738592 0.000000 4.165519 -259.372789 0.000000 275383.755207 -4991981.985215 0.000000 275390.843032 -4991981.668117 0.000000 275376.667383 -4991982.302316 0.000000 0.000121 0.000000 0.000000 -0.000008 0.000000 0.000000
259.639433 -1.526048 0.000000 0.000000 0.000118 0.000000 0.000000 -0.000008 0.000000 0.000000 7.094402 7.094402 11.268247 -259.388653 0.000000 18.355547 -259.071295 0.000000 4.180947 -259.706011 0.000000 275383.770110 -4991982.318178 0.000000 275390.857410 -4991982.000821 0.000000 275376.682810 -4991982.635537 0.000000 0.000118 0.000000 0.000000 -0.000008 0.000000 0.000000
